customer_id,customer_segment,registration_date
398,New,2023-04-27
399,Regular,2022-12-08
400,Regular,2022-04-18
401,New,2022-12-04
402,Regular,2023-05-23
403,Regular,2023-02-15
404,Occasional,2023-07-18
405,Premium,2022-04-01
406,Regular,2022-11-28
407,Regular,2023-02-18
408,New,2022-01-02
409,Occasional,2023-07-10
410,Occasional,2022-02-25
411,Regular,2023-01-06
412,Occasional,2023-05-26
413,Occasional,2022-02-22
414,Regular,2023-07-17
415,Regular,2022-10-22
416,Regular,2023-12-17
417,Occasional,2022-01-30
418,New,2023-09-16
419,Occasional,2023-12-28
420,Regular,2023-07-19
421,Premium,2023-02-22
422,Premium,2022-04-27
423,Occasional,2022-05-01
424,Occasional,2022-06-07
425,Occasional,2022-10-26
426,Occasional,2022-10-07
427,Regular,2023-05-10
428,New,2022-09-07
429,Occasional,2022-05-29
430,Regular,2023-09-06
431,Occasional,2022-05-20
432,New,2022-10-10
433,Occasional,2023-03-01
434,Regular,2023-06-04
435,Regular,2022-01-03
436,Regular,2022-11-02
437,Occasional,2023-08-17
438,New,2023-05-17
439,New,2023-04-03
440,Occasional,2022-12-20
441,Regular,2023-07-11
442,Regular,2022-11-26
443,New,2023-12-16
444,Regular,2023-01-28
445,Regular,2023-02-25
446,Premium,2023-04-30
447,Occasional,2023-01-26
448,Regular,2023-11-11
449,Occasional,2023-10-30
450,New,2023-05-23
451,New,2022-05-10
452,Occasional,2023-08-28
453,Regular,2022-04-13
454,New,2023-03-27
455,Premium,2023-04-13
456,Premium,2022-05-28
457,Regular,2023-11-02
458,New,2022-03-18
459,Occasional,2022-09-29
460,Regular,2023-12-11
461,Regular,2022-03-24
462,New,2023-11-22
463,New,2023-01-25
464,New,2023-10-04
465,Occasional,2023-05-15
466,New,2022-02-06
467,Occasional,2022-08-29
468,Occasional,2022-10-22
469,New,2022-04-03
470,Regular,2022-04-11
471,Occasional,2023-12-22
472,New,2023-03-31
473,Regular,2022-11-03
474,New,2022-02-17
475,Regular,2022-02-27
476,Regular,2023-01-19
477,Regular,2022-09-08
478,Occasional,2023-08-03
479,Occasional,2022-07-04
480,Regular,2022-03-22
481,Occasional,2023-01-27
482,Occasional,2022-09-04
483,Occasional,2023-08-21
484,Regular,2023-04-18
485,Occasional,2023-04-16
486,Regular,2022-01-10
487,New,2023-04-22
488,New,2023-11-25
489,Occasional,2022-03-17
490,Regular,2022-12-20
491,New,2022-11-03
492,Occasional,2023-03-11
493,Occasional,2023-04-13
494,Occasional,2022-07-23
495,New,2023-05-10
496,Regular,2023-01-26
497,Occasional,2023-08-12
498,Regular,2023-12-18
499,Regular,2023-11-06
500,Regular,2022-01-09
501,Occasional,2023-12-04
502,Occasional,2022-02-20
503,New,2023-05-24
504,Occasional,2022-10-21
505,Occasional,2022-08-24
506,Occasional,2022-12-27
507,Regular,2022-07-14
508,Occasional,2023-11-26
509,Occasional,2023-11-07
510,Occasional,2022-05-21
511,Occasional,2023-10-05
512,Occasional,2022-11-13
513,Occasional,2022-02-04
514,Occasional,2022-05-15
515,Premium,2022-10-30
516,Regular,2023-03-02
517,Regular,2022-05-16
518,Occasional,2023-01-10
519,Occasional,2022-10-07
520,Occasional,2022-09-21
521,New,2023-05-09
522,New,2022-10-30
523,Occasional,2022-12-13
524,Occasional,2023-04-25
525,New,2022-05-25
526,Occasional,2022-08-20
527,New,2023-11-22
528,New,2023-07-25
529,Regular,2023-02-09
530,Premium,2023-07-04
531,Regular,2023-01-13
532,Occasional,2023-11-20
533,Regular,2023-01-26
534,Occasional,2023-01-16
535,Regular,2022-08-28
536,Occasional,2023-09-27
537,New,2023-07-29
538,Regular,2023-09-17
539,Regular,2022-03-06
540,Occasional,2023-04-21
541,New,2022-11-06
542,Occasional,2022-04-30
543,Regular,2022-02-08
544,Regular,2023-05-20
545,Regular,2022-08-29
546,New,2022-05-19
547,Regular,2023-01-15
548,Occasional,2023-12-15
549,New,2023-03-06
550,Occasional,2022-06-08
551,New,2023-11-02
552,Premium,2023-05-17
553,Occasional,2022-10-14
554,Premium,2023-01-15
555,Regular,2023-04-01
556,New,2023-01-07
557,Premium,2023-12-04
558,Regular,2023-10-23
559,Regular,2023-02-12
560,Regular,2022-05-06
561,New,2023-04-11
562,Premium,2022-08-06
563,Occasional,2023-09-04
564,New,2022-02-21
565,Occasional,2022-09-07
566,New,2023-08-02
567,Regular,2023-07-22
568,Regular,2022-08-10
569,Occasional,2022-08-27
570,Regular,2022-06-01
571,Occasional,2023-09-03
572,Premium,2022-05-29
573,New,2023-07-08
574,Regular,2022-06-28
575,Regular,2022-01-27
576,Regular,2023-01-02
577,Occasional,2022-09-01
578,Occasional,2022-01-17
579,Regular,2022-02-23
580,Regular,2023-03-08
581,Occasional,2022-03-07
582,Occasional,2023-01-06
583,Occasional,2022-04-22
584,Occasional,2022-08-15
585,New,2022-02-14
586,Occasional,2023-11-06
587,Occasional,2023-04-15
588,Occasional,2022-02-01
589,Premium,2023-05-06
590,Occasional,2023-03-13
591,Occasional,2023-05-18
592,Occasional,2023-03-31
593,Premium,2022-03-24
594,Regular,2022-06-01
595,Premium,2022-10-09
596,Occasional,2023-08-23
597,Occasional,2022-11-29
598,Regular,2023-09-04
599,Occasional,2023-04-10
600,Occasional,2023-03-17
601,Premium,2023-12-20
602,Regular,2023-11-02
603,Occasional,2023-07-19
604,Occasional,2022-08-09
605,Regular,2022-08-22
606,Regular,2023-04-10
607,Regular,2022-04-08
608,Regular,2022-11-17
609,Occasional,2023-01-19
610,New,2023-12-05
611,New,2022-03-10
612,Premium,2022-03-29
613,Premium,2022-04-09
614,Occasional,2023-01-17
615,Occasional,2023-07-24
616,Premium,2023-07-30
617,Occasional,2023-11-18
618,Regular,2022-12-29
619,New,2023-03-10
620,New,2022-02-22
621,New,2023-09-07
622,Regular,2022-04-17
623,Occasional,2022-08-06
624,Regular,2023-05-09
625,Regular,2022-04-21
626,Regular,2023-07-24
627,Regular,2022-10-13
628,Occasional,2023-03-16
629,Occasional,2023-09-29
630,Occasional,2023-10-21
631,Occasional,2023-09-16
632,New,2023-12-12
633,Regular,2022-07-04
634,Regular,2022-11-13
635,New,2022-12-26
636,Premium,2022-05-27
637,Occasional,2023-02-15
638,Premium,2023-10-11
639,New,2022-04-04
640,Occasional,2022-08-09
641,Regular,2023-04-10
642,Regular,2023-01-14
643,Regular,2022-11-29
644,Occasional,2023-08-05
645,Occasional,2022-02-23
646,Regular,2023-09-25
647,Premium,2022-03-25
648,Regular,2023-11-09
649,Regular,2023-09-14
650,Regular,2022-10-07
651,Regular,2023-06-09
652,Regular,2023-03-17
653,Regular,2023-11-26
654,Occasional,2023-05-14
655,Occasional,2022-11-12
656,Premium,2023-02-09
657,New,2022-02-26
658,Premium,2022-11-05
659,New,2022-05-21
660,Occasional,2022-10-24
661,Regular,2022-01-08
662,Occasional,2023-03-17
663,Regular,2023-01-25
664,Occasional,2022-08-24
665,Occasional,2023-11-16
666,Occasional,2022-03-15
667,Regular,2022-02-13
668,Regular,2023-04-16
669,New,2022-11-17
670,Occasional,2023-08-11
671,Regular,2023-10-18
672,Regular,2022-04-28
673,Regular,2022-11-29
674,Regular,2023-09-25
675,Occasional,2023-12-08
676,New,2022-04-01
677,Regular,2022-04-19
678,Regular,2023-08-27
679,Regular,2022-03-22
680,Regular,2022-11-14
681,Occasional,2022-08-15
682,Regular,2022-06-22
683,Premium,2023-10-11
684,Regular,2023-06-07
685,Regular,2022-12-24
686,Regular,2023-10-23
687,Occasional,2022-08-30
688,Regular,2022-09-20
689,Regular,2023-09-09
690,Regular,2023-11-03
691,Premium,2023-10-06
692,Occasional,2023-08-01
693,Occasional,2023-04-05
694,Occasional,2023-08-02
695,Occasional,2023-10-02
696,Regular,2023-10-05
697,Regular,2023-03-27
698,Premium,2023-03-29
699,Occasional,2022-10-09
700,Occasional,2022-12-27
701,Occasional,2022-11-14
702,Occasional,2022-02-08
703,Premium,2022-10-21
704,Premium,2022-04-03
705,Occasional,2023-06-04
706,Regular,2023-08-18
707,Occasional,2022-02-12
708,Regular,2023-08-09
709,Occasional,2022-11-26
710,Occasional,2023-05-29
711,Regular,2022-03-05
712,Occasional,2022-12-18
713,New,2022-03-28
714,Occasional,2022-06-26
715,Premium,2023-12-26
716,Regular,2023-03-26
717,Occasional,2023-09-17
718,Regular,2023-01-17
719,New,2023-02-01
720,Regular,2022-12-13
721,Occasional,2022-02-23
722,Occasional,2023-10-25
723,Regular,2022-12-04
724,Premium,2023-11-26
725,Regular,2022-09-16
726,Occasional,2023-11-04
727,New,2023-09-10
728,New,2022-12-08
729,Premium,2023-11-11
730,Regular,2022-12-25
731,Regular,2023-11-03
732,Occasional,2023-02-06
733,Regular,2023-12-27
734,New,2022-11-14
735,Occasional,2023-10-21
736,Occasional,2022-05-11
737,Occasional,2023-12-03
738,New,2022-04-06
739,Occasional,2023-03-10
740,Occasional,2022-01-19
741,Regular,2022-07-04
742,New,2022-12-16
743,New,2023-05-13
744,Regular,2022-05-21
745,Regular,2022-10-30
746,Occasional,2022-04-14
747,Occasional,2023-07-07
748,Occasional,2023-06-24
749,Premium,2022-12-11
750,New,2023-09-25
751,Regular,2023-01-21
752,Regular,2022-07-05
753,Occasional,2023-10-02
754,Occasional,2022-06-19
755,Occasional,2022-02-14
756,Regular,2023-11-24
757,Occasional,2023-03-31
758,Occasional,2023-04-05
759,Regular,2022-09-02
760,Regular,2023-04-26
761,New,2022-07-18
762,Regular,2023-08-08
763,New,2023-04-18
764,Occasional,2023-01-27
765,Occasional,2023-03-05
766,New,2022-07-24
767,Occasional,2022-05-22
768,New,2022-02-23
769,Occasional,2023-01-16
770,Occasional,2022-04-16
771,Occasional,2023-06-13
772,New,2022-10-19
773,Premium,2022-06-14
774,Regular,2023-06-10
775,Regular,2023-03-24
776,Premium,2022-08-16
777,Occasional,2022-12-24
778,New,2023-03-01
779,Premium,2023-05-30
780,Regular,2023-01-31
781,New,2023-01-19
782,Regular,2022-11-23
783,New,2023-10-28
784,Regular,2022-05-30
785,Regular,2022-10-21
786,New,2023-04-29
787,Occasional,2022-05-23
788,Occasional,2023-04-26
789,Regular,2022-01-06
790,New,2022-01-20
791,Regular,2022-06-03
792,Occasional,2023-09-16
793,Occasional,2022-04-24
794,Occasional,2022-09-01
795,Regular,2022-02-18
796,Regular,2023-10-17
797,Occasional,2023-04-14
798,Premium,2023-05-27
799,Occasional,2022-01-17
800,Occasional,2023-08-12
801,Regular,2022-05-28
802,Regular,2022-01-02
803,Occasional,2022-09-04
804,Occasional,2022-07-11
805,Occasional,2022-03-29
806,Occasional,2023-01-05
807,Premium,2023-06-23
808,Occasional,2023-06-04
809,Occasional,2023-02-04
810,New,2022-02-14
811,Occasional,2023-01-18
812,Regular,2022-01-17
813,Regular,2022-03-11
814,Regular,2023-11-04
815,Occasional,2023-08-19
816,Occasional,2022-12-07
817,Regular,2022-12-27
818,Occasional,2023-10-21
819,Regular,2023-12-03
820,Occasional,2023-12-14
821,Occasional,2022-07-06
822,Occasional,2022-03-06
823,Occasional,2023-04-14
824,Premium,2022-07-26
825,Premium,2022-07-24
826,New,2022-11-20
827,New,2023-06-12
828,Regular,2023-07-11
829,Occasional,2022-02-07
830,Occasional,2022-07-15
831,Regular,2022-02-18
832,New,2022-12-06
833,Regular,2023-01-12
834,Regular,2023-02-14
835,Occasional,2023-01-31
836,Regular,2022-07-11
837,Occasional,2023-05-25
838,Regular,2023-06-16
839,Regular,2022-03-26
840,Occasional,2022-03-22
841,Regular,2022-07-04
842,Occasional,2022-11-25
843,Regular,2022-12-02
844,Occasional,2022-11-10
845,Regular,2023-03-13
846,Regular,2023-03-31
847,Regular,2022-02-13
848,Occasional,2022-12-28
849,Occasional,2023-03-22
850,Regular,2022-02-28
851,Premium,2023-10-15
852,Regular,2023-06-10
853,Occasional,2023-11-27
854,Regular,2022-02-01
855,Regular,2023-09-15
856,Occasional,2023-03-25
857,Premium,2022-03-10
858,Regular,2023-10-23
859,Regular,2023-01-28
860,New,2022-02-03
861,Occasional,2023-11-27
862,Regular,2023-01-15
863,Regular,2022-03-20
864,Occasional,2023-06-27
865,Regular,2022-11-18
866,Occasional,2022-09-13
867,New,2022-01-27
868,Occasional,2023-05-27
869,Occasional,2023-07-30
870,Regular,2022-09-24
871,Occasional,2022-08-08
872,New,2022-10-20
873,Occasional,2023-05-18
874,Regular,2022-05-19
875,New,2023-04-08
876,Regular,2024-01-01
877,Regular,2022-03-31
878,Occasional,2022-11-24
879,Occasional,2023-12-28
880,Premium,2023-07-10
881,Regular,2022-11-04
882,New,2023-12-30
883,Occasional,2023-12-19
884,Occasional,2023-01-06
885,Occasional,2022-05-05
886,New,2022-05-23
887,Regular,2023-05-21
888,Premium,2023-07-22
889,Occasional,2023-04-24
890,Occasional,2023-07-19
891,Regular,2022-03-30
892,Premium,2023-02-12
893,New,2023-05-06
894,Occasional,2023-02-24
895,Occasional,2022-03-17
896,Regular,2022-11-21
897,Occasional,2023-04-06
898,Occasional,2023-06-14
899,Regular,2023-07-19
900,Occasional,2022-07-06
901,Occasional,2022-05-13
902,Regular,2022-02-26
903,Occasional,2023-06-15
904,Regular,2022-06-18
905,Regular,2023-12-28
906,Regular,2023-06-16
907,New,2022-03-22
908,Regular,2023-10-13
909,New,2022-10-09
910,Regular,2022-11-07
911,Occasional,2022-04-06
912,Occasional,2022-06-22
913,Occasional,2023-08-18
914,Regular,2023-11-06
915,Occasional,2023-09-12
916,Regular,2023-08-01
917,Premium,2022-01-30
918,Premium,2023-10-19
919,Occasional,2022-09-29
920,Occasional,2023-08-09
921,Regular,2023-10-17
922,Premium,2023-10-05
923,Occasional,2023-10-20
924,New,2023-05-10
925,Regular,2023-12-03
926,Regular,2023-04-10
927,Premium,2022-03-03
928,Regular,2023-03-02
929,Occasional,2022-07-28
930,Regular,2022-05-28
931,Regular,2022-11-23
932,Occasional,2022-12-20
933,New,2022-05-14
934,Occasional,2023-06-12
935,Occasional,2022-11-23
936,Regular,2022-05-06
937,Regular,2022-09-11
938,Regular,2022-02-21
939,Regular,2023-01-29
940,New,2023-03-05
941,Regular,2022-06-13
942,Occasional,2023-08-15
943,Occasional,2022-07-14
944,Occasional,2023-05-26
945,New,2023-04-24
946,Occasional,2022-11-12
947,Occasional,2022-04-03
948,New,2023-06-02
949,Occasional,2022-09-04
950,Regular,2022-12-28
951,Premium,2022-10-16
952,Occasional,2023-11-01
953,Occasional,2022-10-20
954,Occasional,2022-04-21
955,Regular,2022-09-28
956,Occasional,2023-02-17
957,Regular,2023-02-15
958,Premium,2023-07-30
959,Regular,2023-07-21
960,Regular,2023-01-31
961,Occasional,2023-07-18
962,Regular,2023-10-01
963,Occasional,2022-05-02
964,Regular,2022-04-10
965,Regular,2022-12-14
966,Occasional,2023-01-10
967,Occasional,2022-07-23
968,Occasional,2023-02-16
969,Occasional,2022-02-16
970,Premium,2024-01-01
971,Regular,2023-05-01
972,Occasional,2022-06-02
973,Occasional,2023-06-12
974,Regular,2023-09-20
975,Regular,2023-02-07
976,New,2022-11-03
977,Occasional,2023-06-04
978,Occasional,2023-06-30
979,Occasional,2023-07-31
980,Regular,2022-01-18
981,Regular,2023-11-21
982,Regular,2023-03-03
983,Occasional,2023-12-06
984,Occasional,2023-09-04
985,Occasional,2023-11-03
986,Occasional,2023-08-16
987,Occasional,2022-02-22
988,Occasional,2022-06-24
989,Occasional,2023-09-27
990,Occasional,2023-01-25
991,Regular,2023-11-29
992,Regular,2023-08-10
993,New,2022-04-23
994,Regular,2023-03-28
995,Regular,2022-06-05
996,Regular,2022-07-28
997,Regular,2023-09-19
998,New,2022-03-05
999,Occasional,2023-06-16
1000,Regular,2022-11-29
1001,New,2023-05-05
1002,Occasional,2022-11-18
1003,New,2023-04-16
1004,New,2022-12-17
1005,Occasional,2023-11-24
1006,Occasional,2023-11-29
1007,Occasional,2023-12-11
1008,Regular,2023-05-11
1009,Regular,2022-09-10
1010,Regular,2022-11-02
1011,Regular,2022-11-01
1012,Occasional,2023-12-23
1013,Regular,2023-12-23
1014,Occasional,2023-05-07
1015,Regular,2022-10-08
1016,Regular,2023-08-11
1017,Occasional,2023-01-24
1018,New,2023-02-09
1019,Occasional,2022-05-30
1020,Regular,2022-10-22
1021,New,2022-03-22
1022,Regular,2023-03-29
1023,Occasional,2023-05-06
1024,Regular,2023-07-06
1025,Regular,2023-07-30
1026,Occasional,2022-05-21
1027,Regular,2023-08-24
1028,Regular,2022-02-21
1029,Occasional,2023-06-28
1030,Regular,2022-08-27
1031,Premium,2023-02-28
1032,Regular,2023-04-29
1033,Regular,2022-05-21
1034,Premium,2023-07-18
1035,New,2022-06-11
1036,Regular,2023-05-03
1037,Occasional,2022-07-24
1038,Occasional,2022-10-22
1039,Regular,2023-10-24
1040,Premium,2022-04-02
1041,Occasional,2022-08-26
1042,Occasional,2022-02-08
1043,New,2022-06-29
1044,Regular,2022-06-30
1045,New,2022-02-07
1046,New,2023-02-11
1047,Occasional,2022-07-10
1048,New,2022-10-24
1049,New,2022-01-10
1050,Regular,2023-09-10
1051,Regular,2022-12-10
1052,Regular,2023-10-19
1053,Occasional,2023-05-21
1054,New,2022-05-18
1055,New,2023-04-25
1056,Regular,2022-04-26
1057,Regular,2023-04-15
1058,Occasional,2022-07-10
1059,Premium,2022-12-12
1060,Occasional,2023-08-05
1061,Occasional,2022-07-17
1062,Regular,2023-10-17
